price,location,size,Price_per_m2,bedroom,toi_list,mat_tien,floor,duong_vao,phap_ly,noi_that
8.6,9,51.0,168.63,4.0,3.616707616707617,4.636274509803922,4.0,7.0,0,0
5.9,1,60.0,98.33,3.0,3.0,4.5,4.0,6.0,0,0
5.6,1,60.0,93.33,3.0,4.0,5.2,3.0,6.0,0,0
1.8,6,35.0,51.43,4.0,3.0,3.6,4.0,3.0,0,0
2.75,9,35.0,78.57,3.0,4.0,3.5,5.0,4.0,0,0
4.9,16,60.0,81.67,4.0,3.0,4.0,4.0,3.0,0,0
4.5,9,49.0,91.84,4.0,4.0,4.636274509803922,5.0,4.9,0,0
2.15,9,35.0,61.43,4.0,3.0,3.6,4.0,3.0,0,0
4.2,16,59.0,71.19,3.0,3.0,4.636274509803922,3.0,2.3,0,0
7.7,16,35.0,220.0,4.0,4.0,5.0,5.0,6.0,0,0
2.68,8,30.0,89.33,3.411202778983934,3.616707616707617,4.636274509803922,4.0,4.9,0,0
4.8,9,52.0,92.31,3.0,3.616707616707617,3.7,4.0,2.5,0,0
5.9,9,40.0,147.5,4.0,3.0,4.636274509803922,4.0,6.0,0,0
3.35,15,32.0,104.53,4.0,3.616707616707617,3.3,5.0,2.3,0,0
3.7,9,34.0,108.82,3.0,3.0,3.2,4.0,2.0,0,0
3.05,9,34.0,89.71,4.0,3.0,4.636274509803922,4.0,3.0,0,0
5.5,12,33.0,166.67,4.0,3.0,4.636274509803922,5.0,4.9,0,0
2.85,9,30.0,95.0,4.0,3.616707616707617,4.5,4.0,2.5,0,0
4.03,9,32.0,126.03,3.0,3.0,4.45,5.0,2.0,0,0
5.68,9,41.0,138.54,3.0,4.0,3.4,4.0,3.5,0,0
4.0,10,32.0,125.0,3.0,4.0,4.0,5.0,4.0,0,0
3.35,10,30.0,111.67,3.0,3.616707616707617,4.0,5.0,3.0,0,0
3.4,10,31.0,109.68,3.0,3.616707616707617,5.0,5.0,2.2,0,0
2.7,6,35.0,77.14,2.0,2.0,3.6,2.0,3.2,0,0
3.25,10,40.0,81.25,3.0,3.0,4.636274509803922,5.0,4.9,0,0
9.5,16,70.0,135.71,4.0,3.616707616707617,4.636274509803922,4.448275862068965,4.9,0,0
9.8,16,65.0,150.77,4.0,3.616707616707617,4.636274509803922,4.448275862068965,4.9,0,0
5.99,10,50.0,119.8,4.0,5.0,4.636274509803922,6.0,4.9,0,0
4.5,10,56.0,80.36,3.0,4.0,4.636274509803922,5.0,4.9,0,0
6.48,10,55.0,117.82,4.0,4.0,4.636274509803922,5.0,4.9,0,0
6.45,10,54.0,119.44,3.411202778983934,3.616707616707617,4.636274509803922,5.0,4.9,0,0
6.49,10,54.0,120.18,4.0,5.0,4.636274509803922,5.0,4.9,0,0
5.5,10,60.0,91.67,4.0,5.0,4.636274509803922,4.0,4.9,0,0
3.5,10,40.0,87.5,4.0,4.0,4.636274509803922,5.0,4.9,0,0
3.15,12,30.0,105.0,3.0,4.0,3.4,5.0,4.9,0,0
3.45,10,38.0,90.79,4.0,4.0,4.636274509803922,5.0,4.9,0,0
2.95,9,30.0,98.33,4.0,3.0,4.636274509803922,5.0,4.9,0,0
5.6,10,60.0,93.33,3.0,3.0,4.636274509803922,5.0,4.9,0,0
4.15,5,46.0,90.22,4.0,5.0,4.42,5.0,4.0,0,0
4.95,10,50.0,99.0,4.0,3.616707616707617,4.0,4.0,4.0,0,0
4.95,10,50.0,99.0,4.0,4.0,4.0,4.0,4.0,0,0
6.2,10,60.0,103.33,4.0,4.0,4.636274509803922,4.0,4.9,0,0
6.1,10,76.5,79.74,4.0,4.0,4.636274509803922,4.0,4.9,0,0
2.4,6,35.0,68.57,3.0,4.0,4.0,5.0,3.0,0,0
6.8,10,90.0,75.56,4.0,4.0,5.5,4.0,4.9,0,0
4.8,10,40.0,120.0,4.0,5.0,4.636274509803922,6.0,4.9,0,0
5.6,10,50.0,112.0,4.0,4.0,4.636274509803922,5.0,4.9,0,0
3.15,9,35.0,90.0,3.0,4.0,4.0,5.0,3.0,0,0
4.5,10,72.5,62.07,4.0,4.0,4.636274509803922,4.0,4.9,0,0
5.6,19,50.0,112.0,4.0,3.0,5.0,5.0,4.9,0,0
4.2,10,40.0,105.0,3.411202778983934,3.616707616707617,4.636274509803922,5.0,4.9,0,0
3.69,10,35.9,102.79,3.0,3.0,4.636274509803922,5.0,4.9,0,0
2.6,15,38.0,68.42,3.0,4.0,4.636274509803922,4.0,4.9,0,0
10.5,10,80.0,131.25,4.0,3.616707616707617,4.636274509803922,5.0,4.9,0,0
3.59,10,38.0,94.47,4.0,5.0,4.636274509803922,5.0,4.9,0,0
1.85,15,45.0,41.11,3.0,4.0,4.636274509803922,4.0,4.9,0,0
10.0,10,100.0,100.0,4.0,4.0,8.0,4.0,4.9,0,0
3.25,10,53.0,61.32,3.0,3.0,4.636274509803922,3.0,4.9,0,0
1.48,16,16.0,92.5,2.0,2.0,3.0,3.0,2.0,0,0
5.3,10,55.0,96.36,3.0,2.0,4.636274509803922,5.0,4.9,0,0
5.3,10,55.0,96.36,4.0,4.0,4.636274509803922,5.0,4.9,0,0
3.25,10,54.0,60.18,2.0,2.0,5.6,3.0,4.9,0,0
6.6,10,60.0,110.0,4.0,4.0,4.636274509803922,5.0,4.9,0,0
6.15,17,44.0,139.77,3.0,4.0,4.2,6.0,3.0,0,0
6.2,5,32.0,104.71,3.0,4.0,4.636274509803922,4.0,4.9,0,0
8.9,10,85.0,100.0,4.0,3.0,4.636274509803922,4.0,4.9,0,0
4.1,17,41.0,91.25,3.0,4.0,4.2,5.0,3.0,0,0
3.65,16,40.0,104.76,4.0,4.0,4.636274509803922,4.0,4.9,0,0
8.8,10,84.0,158.0,4.0,4.0,4.636274509803922,4.0,4.9,0,0
7.9,8,50.0,110.0,3.411202778983934,3.616707616707617,4.5,5.0,4.9,0,0
3.85,8,35.0,128.57,4.0,4.0,4.0,5.0,5.0,0,0
4.5,0,35.0,197.98,3.0,5.0,4.636274509803922,5.0,3.0,0,0
9.8,19,49.5,103.57,3.0,4.0,4.2,4.0,5.0,0,0
5.8,0,56.0,136.36,3.0,5.0,4.636274509803922,4.0,4.9,0,0
4.5,5,33.0,114.29,4.0,3.0,4.7,5.0,4.9,0,0
4.0,8,35.0,105.56,3.0,4.0,4.0,5.0,5.0,0,0
3.8,8,36.0,98.68,3.0,4.0,3.8,5.0,5.0,0,0
3.75,8,38.0,67.14,3.0,4.0,4.0,5.0,5.0,0,0
2.35,9,35.0,67.14,4.0,3.0,4.636274509803922,5.0,4.9,0,0
6.1,17,46.0,132.61,3.0,5.0,4.0,6.0,3.0,0,0
4.1,3,36.0,113.89,3.0,4.0,4.0,5.0,3.0,0,0
2.05,9,35.0,58.57,3.0,3.0,4.636274509803922,4.0,4.9,0,0
1.8,9,36.0,50.0,4.0,3.0,4.31,4.0,2.5,0,0
1.8,9,35.0,51.43,3.0,3.0,4.636274509803922,4.0,4.9,0,0
2.9,6,32.0,130.0,4.0,4.0,3.4,5.0,4.0,0,0
6.5,3,50.0,91.84,4.0,4.0,4.0,4.0,4.9,0,0
4.5,5,49.0,148.57,4.0,4.0,4.636274509803922,4.0,4.9,0,0
5.2,10,35.0,96.74,3.411202778983934,3.616707616707617,5.0,4.0,2.5,0,0
4.45,5,46.0,112.5,4.0,3.0,4.636274509803922,4.0,4.9,0,0
9.0,8,80.0,145.44,4.0,4.0,4.636274509803922,1.0,4.9,0,0
8.0,8,55.0,95.56,1.0,1.0,3.0,4.0,5.0,0,0
4.3,5,45.0,100.0,4.0,4.0,4.636274509803922,4.0,4.9,0,0
4.5,5,45.0,85.87,4.0,4.0,4.636274509803922,4.0,4.9,0,0
3.95,5,46.0,290.7,4.0,4.0,4.636274509803922,5.0,4.9,0,0
12.5,17,43.0,156.82,4.0,4.0,4.0,5.0,8.0,0,0
10.35,10,66.0,123.53,4.0,4.0,4.1,4.0,7.0,0,0
2.68,9,35.0,76.57,3.0,3.616707616707617,4.636274509803922,4.0,4.9,0,0
2.78,9,32.0,86.88,3.0,3.616707616707617,4.0,5.0,3.0,0,0
3.35,9,45.0,74.44,4.0,3.616707616707617,4.0,4.0,4.9,0,0
3.0,15,46.8,64.1,2.0,2.0,4.3,2.0,3.8,0,0
1.38,16,16.0,86.25,3.0,2.0,4.636274509803922,3.0,4.9,0,0
1.68,9,52.0,32.31,2.0,1.0,4.636274509803922,2.0,4.9,0,0
12.85,16,146.7,87.59,2.0,2.0,4.636274509803922,2.0,4.9,0,0
4.82,8,50.0,96.4,4.0,3.0,4.05,4.0,4.9,0,0
9.0,10,55.0,163.64,4.0,5.0,4.0,6.0,4.9,0,0
4.0,7,35.0,114.29,3.0,4.0,3.5,5.0,4.9,0,0
4.95,8,45.0,110.0,3.411202778983934,3.616707616707617,4.2,4.0,4.9,0,0
4.95,8,35.0,141.43,4.0,3.0,4.35,5.0,4.9,0,0
3.0,8,30.0,100.0,3.0,4.0,4.636274509803922,5.0,4.9,0,0
4.85,8,34.3,141.4,3.0,4.0,3.85,5.0,4.9,0,0
8.9,19,52.0,171.15,3.0,4.0,4.0,5.0,8.0,0,0
4.15,10,41.4,100.24,4.0,4.0,3.5,4.0,5.0,0,0
1.77,15,21.5,82.33,4.0,3.0,3.2,5.0,4.9,0,0
14.5,16,100.0,145.0,2.0,3.616707616707617,4.636274509803922,4.0,4.9,0,0
6.4,5,32.0,200.0,4.0,6.0,3.7,5.0,4.9,0,0
4.5,10,42.0,182.93,3.0,4.0,6.0,4.0,2.7,0,0
7.5,10,41.0,178.42,4.0,5.0,3.9,5.0,10.0,0,0
9.0,10,55.0,92.31,4.0,4.0,4.0,4.448275862068965,6.0,0,0
12.0,10,130.0,154.76,3.0,4.0,6.0,3.0,4.9,0,0
6.5,3,42.0,48.53,4.0,3.0,4.636274509803922,4.0,4.9,0,0
1.65,9,34.0,107.41,3.0,3.0,4.636274509803922,4.0,4.9,0,0
5.8,5,54.0,111.54,4.0,4.0,4.636274509803922,5.0,4.9,0,0
5.8,5,52.0,92.59,4.0,4.0,4.636274509803922,4.0,4.9,0,0
5.0,5,54.0,38.79,3.411202778983934,3.616707616707617,4.636274509803922,4.0,4.9,0,0
1.28,9,33.0,141.67,4.0,4.0,3.7,3.0,3.0,0,0
4.25,16,30.0,67.14,3.0,3.0,4.0,5.0,2.0,0,0
2.35,9,35.0,83.75,4.0,4.0,4.636274509803922,5.0,2.5,0,0
3.35,15,40.0,73.61,3.0,3.0,4.636274509803922,5.0,4.9,0,0
2.65,15,36.0,111.54,4.0,3.0,4.636274509803922,4.0,5.0,0,0
5.8,5,52.0,61.25,4.0,3.0,4.636274509803922,5.0,4.9,0,0
2.45,15,40.0,78.57,4.0,4.0,4.636274509803922,4.0,4.9,0,0
5.5,5,70.0,95.0,4.0,3.0,4.636274509803922,4.0,4.9,0,0
3.35,15,38.0,88.16,4.0,3.0,4.636274509803922,5.0,4.9,0,0
4.75,1,42.0,113.1,3.0,4.0,4.75,5.0,3.0,0,0
2.45,15,39.0,62.82,3.0,3.0,4.636274509803922,5.0,4.9,0,0
5.7,5,40.0,142.5,4.0,4.0,4.636274509803922,5.0,4.9,0,0
10.6,17,76.0,139.47,4.0,3.616707616707617,6.0,4.0,9.0,0,0
3.5,3,38.0,92.1,3.0,3.616707616707617,4.636274509803922,5.0,4.9,0,0
5.7,5,52.0,109.62,4.0,4.0,4.636274509803922,5.0,4.9,0,0
4.49,5,48.0,93.54,4.0,4.0,5.0,5.0,4.9,0,0
4.8,5,54.0,88.89,4.0,4.0,4.636274509803922,4.0,4.9,0,0
6.1,8,45.0,135.56,3.411202778983934,3.616707616707617,4.636274509803922,4.0,4.9,0,0
1.38,16,16.0,86.25,4.0,4.0,3.0,3.0,3.0,0,0
4.95,16,45.0,110.0,3.0,2.0,4.636274509803922,4.0,4.9,0,0
5.4,5,60.0,90.0,4.0,5.0,4.636274509803922,4.0,4.9,0,0
6.5,9,55.0,118.18,4.0,4.0,6.5,4.0,4.9,0,0
4.4,8,35.0,75.53,3.0,3.616707616707617,4.636274509803922,5.0,4.9,0,0
3.55,8,47.0,71.43,3.0,4.0,4.636274509803922,4.448275862068965,4.9,0,0
3.0,8,42.0,103.33,4.0,3.616707616707617,4.636274509803922,4.448275862068965,4.9,0,0
3.6,8,47.0,76.6,4.0,3.616707616707617,4.636274509803922,5.0,4.9,0,0
3.35,8,32.0,104.69,3.0,3.616707616707617,4.636274509803922,5.0,4.9,0,0
3.85,8,65.0,59.23,3.0,3.616707616707617,4.636274509803922,4.448275862068965,4.9,0,0
3.2,8,40.0,80.0,3.0,3.616707616707617,4.636274509803922,5.0,4.9,0,0
4.15,8,47.0,88.3,4.0,3.616707616707617,4.636274509803922,4.448275862068965,4.9,0,0
3.8,5,58.0,65.52,4.0,3.616707616707617,4.636274509803922,4.448275862068965,4.9,0,0
13.8,4,173.0,79.77,2.0,3.616707616707617,9.2,2.0,4.9,0,0
5.5,5,54.0,101.85,4.0,4.0,4.636274509803922,4.0,4.9,0,0
15.2,3,55.0,276.36,4.0,3.0,4.3,5.0,4.9,0,0
15.8,19,53.0,298.11,4.0,4.0,4.0,5.0,5.0,0,0
4.05,1,35.0,115.71,3.411202778983934,3.616707616707617,3.5,5.0,4.9,0,0
4.5,1,35.0,128.57,3.0,3.616707616707617,4.0,5.0,3.0,0,0
5.2,19,32.0,162.5,3.0,3.0,5.0,5.0,4.9,0,0
4.45,12,35.0,127.14,3.0,4.0,4.0,5.0,3.0,0,0
5.5,5,45.0,122.22,3.0,4.0,4.5,5.0,4.9,0,0
2.35,14,30.3,77.56,4.0,4.0,4.5,4.0,2.5,0,0
14.28,10,60.0,238.0,3.0,3.0,4.6,4.0,4.9,0,0
4.8,5,40.0,120.0,3.0,3.0,4.0,5.0,3.0,0,0
4.0,5,55.0,72.73,3.0,4.0,4.636274509803922,4.448275862068965,4.9,0,0
4.7,5,47.0,100.0,4.0,4.0,4.7,4.448275862068965,4.9,0,0
4.7,5,47.0,100.0,4.0,3.616707616707617,4.7,4.448275862068965,4.9,0,0
7.9,5,42.0,188.1,4.0,3.0,4.54,5.0,3.0,0,0
4.0,5,42.0,95.24,4.0,4.0,4.636274509803922,5.0,4.9,0,0
10.0,19,52.0,192.31,4.0,5.0,4.636274509803922,5.0,4.9,0,0
3.1,15,33.0,93.94,2.0,2.0,3.0,3.0,4.0,0,0
3.55,10,31.0,114.52,3.0,2.0,4.0,3.0,3.0,0,0
23.0,5,100.0,230.0,4.0,5.0,6.0,5.0,6.0,0,0
15.6,5,100.0,156.0,4.0,3.0,5.2,4.0,6.0,0,0
5.95,19,33.0,180.3,3.0,4.0,4.636274509803922,5.0,4.9,0,0
4.0,5,33.0,121.21,3.0,4.0,4.636274509803922,5.0,4.9,0,0
4.9,5,39.0,125.64,3.411202778983934,3.616707616707617,4.636274509803922,5.0,4.9,0,0
6.9,10,45.0,153.33,3.0,4.0,4.08,5.0,4.9,0,0
5.2,6,35.0,148.57,4.0,5.0,4.5,7.0,10.0,0,0
7.2,0,45.0,160.0,4.0,5.0,5.0,5.0,3.8,0,0
4.4,5,47.0,93.62,4.0,3.616707616707617,4.636274509803922,4.0,4.9,0,0
6.3,10,52.0,121.15,3.0,3.0,4.636274509803922,5.0,4.9,0,0
1.59,9,33.0,48.18,4.0,3.616707616707617,4.636274509803922,3.0,4.9,0,0
3.4,16,50.0,68.0,3.0,2.0,4.0,5.0,2.0,0,0
1.8,9,37.0,48.65,4.0,4.0,3.6,4.0,2.7,0,0
1.45,5,20.0,72.5,3.0,3.0,3.3,2.0,1.0,0,0
1.5,9,33.0,45.46,3.0,3.0,3.6,4.0,3.0,0,0
3.46,5,18.0,192.22,2.0,2.0,4.0,3.0,6.0,0,0
4.35,3,42.0,103.57,3.0,3.0,3.6,3.0,2.5,0,0
8.0,8,60.0,133.33,4.0,5.0,5.0,5.0,4.0,0,0
4.05,5,32.0,126.56,3.0,4.0,4.0,5.0,4.9,0,0
4.0,8,35.0,114.29,3.0,4.0,4.636274509803922,5.0,4.9,0,0
2.95,10,31.0,95.16,3.0,4.0,4.0,5.0,2.0,0,0
1.3,16,43.0,30.23,2.0,2.0,4.3,2.0,4.0,0,0
4.9,10,42.0,116.67,3.0,4.0,4.0,5.0,4.0,0,0
2.75,10,30.0,91.67,3.0,4.0,4.0,5.0,2.5,0,0
5.0,3,35.0,142.86,3.411202778983934,3.616707616707617,5.0,5.0,4.9,0,0
7.8,10,65.0,79.69,3.411202778983934,3.616707616707617,5.0,5.0,4.9,0,0
2.55,6,32.0,126.56,3.0,3.0,4.0,5.0,4.9,0,0
4.05,5,32.0,97.33,3.0,3.0,4.636274509803922,5.0,4.9,0,0
4.38,16,45.0,51.32,3.0,4.0,4.0,4.0,4.9,0,0
1.95,15,38.0,102.94,4.0,4.0,4.636274509803922,5.0,4.9,0,0
3.5,12,34.0,27.7,4.0,3.0,3.5,5.0,3.0,0,0
2.05,11,74.0,166.39,3.0,4.0,4.636274509803922,1.0,4.9,0,0
5.8,8,42.0,138.1,4.0,3.0,4.0,6.0,4.9,0,0
18.4,0,120.0,153.33,4.0,3.616707616707617,4.636274509803922,4.448275862068965,4.9,0,0
13.5,10,65.0,207.69,3.0,3.0,5.0,6.0,6.0,0,0
12.8,10,66.0,193.94,4.0,4.0,4.5,5.0,4.0,0,0
5.2,10,36.8,141.3,4.0,4.0,3.5,5.0,4.5,0,0
12.0,19,40.0,300.0,4.0,4.0,4.0,6.0,5.0,0,0
2.3,9,32.0,71.88,4.0,4.0,4.636274509803922,5.0,4.9,0,0
7.0,10,38.0,184.21,4.0,4.0,3.75,6.0,4.9,0,0
4.3,10,50.0,86.0,4.0,4.0,4.636274509803922,5.0,4.0,0,0
5.98,8,41.0,145.85,4.0,4.0,4.0,6.0,4.9,0,0
5.9,9,45.0,131.11,3.411202778983934,3.616707616707617,4.636274509803922,5.0,6.0,0,0
1.85,13,50.0,37.0,4.0,4.0,4.636274509803922,3.0,4.9,0,0
14.9,17,52.0,286.54,3.0,3.0,4.636274509803922,4.448275862068965,4.9,0,0
3.98,16,33.0,88.16,4.0,3.616707616707617,4.636274509803922,4.0,4.9,0,0
3.35,10,38.0,140.0,3.0,3.0,4.636274509803922,4.0,4.9,0,0
9.24,10,66.0,115.71,3.0,3.0,4.15,4.0,6.0,0,0
4.05,8,35.0,120.0,4.0,3.0,4.636274509803922,5.0,3.0,0,0
6.15,3,50.0,92.19,4.0,3.0,4.0,4.0,2.0,0,0
2.95,8,32.0,141.43,4.0,4.0,4.636274509803922,5.0,3.0,0,0
4.95,12,35.0,106.25,3.0,3.0,4.0,5.0,4.9,0,0
5.1,12,48.0,186.84,3.0,3.0,4.5,4.0,3.0,0,0
7.1,15,38.0,72.92,3.0,3.616707616707617,4.1,6.0,4.9,0,0
3.5,12,48.0,107.14,3.0,3.0,5.0,4.0,3.0,0,0
3.75,12,35.0,65.62,3.0,4.0,3.5,5.0,2.0,0,0
2.1,16,32.0,200.0,4.0,3.0,4.0,4.0,2.3,0,0
8.0,17,40.0,120.0,3.0,3.0,5.5,4.0,8.0,0,0
4.2,12,35.0,69.44,3.411202778983934,3.616707616707617,4.2,5.0,2.0,0,0
2.5,9,36.0,186.96,3.0,4.0,3.5,4.0,3.0,0,0
4.3,16,23.0,81.94,4.0,3.0,3.2,3.0,7.0,0,0
2.95,12,36.0,290.0,1.0,2.0,4.636274509803922,5.0,4.9,0,0
11.6,19,40.0,112.31,3.0,3.0,4.636274509803922,6.0,4.9,0,0
2.92,15,26.0,56.41,3.0,4.0,3.1,4.0,4.9,0,0
2.2,15,39.0,31.76,2.0,3.616707616707617,5.0,5.0,3.0,0,0
2.7,6,85.0,121.88,4.0,3.0,5.0,3.0,2.5,0,0
3.9,12,32.0,119.44,2.0,1.0,3.4,5.0,2.5,0,0
3.3,12,32.0,103.12,3.0,4.0,4.0,4.0,2.5,0,0
1.7,15,41.0,41.46,2.0,1.0,4.0,1.0,3.0,0,0
8.0,1,42.0,190.48,3.0,4.0,4.636274509803922,6.0,4.9,0,0
3.75,3,30.0,125.0,3.0,4.0,4.636274509803922,5.0,4.9,0,0
1.61,13,40.0,40.35,2.0,3.616707616707617,5.5,3.0,4.9,0,0
16.7,3,70.0,238.57,4.0,4.0,4.4,5.0,10.0,0,0
3.2,8,45.0,71.11,4.0,4.0,4.636274509803922,5.0,4.9,0,0
8.3,8,56.0,148.21,4.0,3.616707616707617,4.636274509803922,5.0,4.9,0,0
7.98,9,40.0,199.5,4.0,4.0,6.5,5.0,5.0,0,0
3.7,8,40.0,92.5,3.411202778983934,3.616707616707617,4.0,4.0,4.5,0,0
13.6,3,82.0,165.85,3.0,3.0,8.0,2.0,15.0,0,0
6.4,4,170.0,37.65,3.0,2.0,8.0,2.0,8.0,0,0
12.0,19,103.0,116.5,2.0,2.0,5.8,4.0,6.0,0,0
11.5,19,47.0,244.68,3.0,3.0,4.636274509803922,5.0,4.9,0,0
3.3,9,35.0,94.29,4.0,4.0,4.0,3.0,2.0,0,0
4.9,16,42.0,116.67,3.0,3.0,4.3,5.0,4.9,0,0
5.1,10,50.0,102.0,4.0,4.0,6.2,5.0,3.3,0,0
8.77,19,56.0,156.61,4.0,5.0,3.9,4.0,4.0,0,0
3.95,0,30.0,131.67,4.0,4.0,4.636274509803922,4.0,4.9,0,0
3.95,0,30.0,131.67,3.0,3.0,4.636274509803922,4.0,4.9,0,0
9.4,8,127.0,74.02,4.0,4.0,7.0,1.0,4.9,0,0
2.65,9,30.0,88.33,3.0,3.0,4.636274509803922,4.0,4.9,0,0
16.3,10,64.0,254.69,4.0,6.0,4.636274509803922,7.0,10.0,0,0
6.15,0,43.0,143.02,4.0,5.0,4.0,7.0,3.0,0,0
5.2,10,35.0,148.57,3.0,4.0,4.636274509803922,6.0,4.9,0,0
3.3,9,42.0,78.57,4.0,5.0,4.0,5.0,3.0,0,0
2.8,10,35.0,80.0,3.0,4.0,4.636274509803922,5.0,4.9,0,0
2.75,10,34.0,80.88,3.0,4.0,4.0,5.0,4.9,0,0
4.15,1,47.0,73.33,3.411202778983934,3.616707616707617,4.0,4.0,4.9,0,0
2.2,1,30.0,65.71,3.0,3.616707616707617,3.5,5.0,3.0,0,0
2.3,9,35.0,145.0,3.0,3.0,4.0,5.0,3.0,0,0
7.25,5,50.0,151.43,3.0,4.0,4.0,5.0,4.0,0,0
10.6,8,70.0,100.0,4.0,5.0,4.0,6.0,4.9,0,0
3.6,5,36.0,142.29,4.0,6.0,4.0,5.0,3.0,0,0
4.98,8,35.0,51.14,4.0,4.0,3.8,5.0,3.0,0,0
2.25,9,44.0,94.29,4.0,4.0,4.636274509803922,4.0,9.0,0,0
3.3,8,35.0,98.81,3.0,3.0,4.636274509803922,5.0,3.0,0,0
3.43,3,36.0,95.28,3.0,3.616707616707617,4.636274509803922,5.0,4.9,0,0
5.5,19,40.0,137.5,4.0,5.0,4.636274509803922,6.0,4.9,0,0
2.95,19,25.0,118.0,2.0,2.0,4.5,4.0,4.9,0,0
2.89,12,31.0,93.23,4.0,4.0,5.5,5.0,4.9,0,0
3.9,5,34.0,114.71,4.0,4.0,4.0,5.0,3.0,0,0
3.8,12,40.0,95.0,4.0,4.0,4.636274509803922,4.0,4.9,0,0
7.48,0,44.0,170.0,4.0,5.0,4.0,7.0,3.0,0,0
5.0,16,43.0,116.28,3.0,2.0,3.8,3.0,5.0,0,0
5.5,10,50.0,110.0,4.0,5.0,4.636274509803922,5.0,4.9,0,0
11.3,3,52.0,217.31,4.0,4.0,4.0,4.0,3.5,0,0
4.7,1,43.0,109.3,3.411202778983934,3.616707616707617,4.636274509803922,5.0,4.9,0,0
3.8,1,38.0,100.0,3.0,4.0,5.0,5.0,4.0,0,0
4.17,8,43.0,96.88,3.0,4.0,5.7,5.0,2.0,0,0
8.8,0,46.0,191.3,4.0,4.0,4.0,7.0,3.0,0,0
9.5,17,62.0,153.23,4.0,5.0,6.2,4.0,3.0,0,0
3.2,16,34.0,94.12,4.0,4.0,4.636274509803922,4.0,4.9,0,0
1.8,9,43.0,41.86,2.0,3.0,4.3,3.0,3.0,0,0
6.5,9,120.0,54.17,3.0,3.0,4.5,2.0,4.0,0,0
5.7,19,45.0,126.67,2.0,2.0,6.0,5.0,3.0,0,0
5.8,10,50.0,116.0,4.0,5.0,3.6,4.0,4.0,0,0
2.3,9,35.0,65.71,3.0,4.0,5.0,5.0,3.0,0,0
7.7,3,40.0,192.5,3.0,4.0,3.4,6.0,4.5,0,0
5.1,9,45.0,113.33,1.0,1.0,4.636274509803922,4.448275862068965,4.0,0,0
3.4,9,32.0,106.25,3.0,4.0,4.0,4.0,2.0,0,0
2.82,9,35.0,80.57,3.0,3.0,4.636274509803922,4.0,4.9,0,0
3.2,9,32.0,100.0,3.0,3.0,4.636274509803922,5.0,4.9,0,0
7.65,16,44.0,173.86,4.0,3.0,4.0,4.0,3.0,0,0
2.45,9,30.0,81.67,3.0,3.0,4.636274509803922,4.0,4.9,0,0
2.49,12,34.0,73.24,3.0,5.0,5.0,5.0,3.0,0,0
5.15,3,35.0,147.14,3.0,4.0,4.636274509803922,5.0,4.9,0,0
3.7,17,30.0,123.33,3.411202778983934,3.616707616707617,4.636274509803922,5.0,4.9,0,0
6.6,16,38.0,173.68,3.0,4.0,3.5,5.0,3.0,0,0
8.8,19,58.0,151.72,4.0,3.0,3.5,4.0,4.9,0,0
15.68,8,95.0,165.05,4.0,3.0,5.1,5.0,4.9,0,0
4.2,8,45.0,93.33,4.0,3.616707616707617,4.636274509803922,4.0,4.9,0,0
3.2,9,35.0,91.43,4.0,3.0,4.636274509803922,4.0,3.0,0,0
2.95,9,33.0,89.39,3.0,3.0,4.636274509803922,4.0,4.9,0,0
2.6,9,36.0,72.22,3.0,3.616707616707617,3.8,5.0,3.0,0,0
3.2,10,34.0,94.12,3.0,3.616707616707617,4.636274509803922,5.0,4.9,0,0
1.9,9,35.0,54.29,2.0,4.0,3.6,5.0,3.0,0,0
7.48,3,42.0,178.1,4.0,5.0,4.0,7.0,3.0,0,0
2.29,9,36.0,63.61,4.0,4.0,4.0,4.0,3.0,0,0
3.88,5,43.0,90.23,4.0,3.0,4.0,5.0,4.0,0,0
1.5,9,33.0,45.46,3.0,3.0,4.0,3.0,3.0,0,0
3.2,16,70.0,45.71,2.0,2.0,6.0,1.0,4.9,0,0
7.3,16,64.0,114.06,4.0,3.0,4.636274509803922,4.0,4.9,0,0
12.0,19,100.0,120.0,3.0,2.0,5.6,3.0,4.9,0,0
4.4,12,37.0,118.92,4.0,3.0,3.5,4.0,2.2,0,0
6.15,17,43.0,143.02,3.411202778983934,3.616707616707617,4.0,7.0,3.0,0,0
3.0,16,30.0,100.0,4.0,5.0,3.5,6.0,3.0,0,0
6.7,19,61.0,109.84,3.0,4.0,5.5,5.0,3.0,0,0
5.79,16,53.2,108.84,3.0,4.0,3.3,5.0,3.5,0,0
7.2,19,40.0,180.0,4.0,3.616707616707617,3.5,4.0,4.0,0,0
8.5,19,58.0,146.55,4.0,4.0,4.0,4.0,3.0,0,0
3.5,9,33.0,106.06,4.0,4.0,4.636274509803922,5.0,4.9,0,0
8.6,19,42.0,204.76,3.0,4.0,4.0,6.0,4.0,0,0
6.3,19,38.0,165.79,4.0,5.0,4.0,5.0,3.0,0,0
5.1,19,38.0,134.21,4.0,4.0,4.0,5.0,3.0,0,0
5.4,19,42.0,128.57,4.0,5.0,4.0,5.0,3.0,0,0
1.99,9,32.0,62.19,3.0,3.0,4.636274509803922,4.0,4.9,0,0
4.4,19,30.0,146.67,2.0,3.0,3.5,4.0,3.0,0,0
4.8,9,48.0,100.0,4.0,3.0,4.0,4.0,4.0,0,0
4.0,10,32.0,117.1,3.0,3.0,4.636274509803922,5.0,4.9,0,0
