price,location,size,Price_per_m2,bedroom,toi_list,mat_tien,floor,duong_vao,phap_ly,noi_that
8.0,1,42.0,190.48,2.0,1.0,4.636274509803922,6.0,4.9,0,0
16.0,19,55.0,290.91,3.0,4.0,4.636274509803922,4.0,4.9,0,0
3.75,3,30.0,125.0,4.0,4.0,4.636274509803922,5.0,4.9,0,0
1.61,13,40.0,40.35,4.0,4.0,5.5,3.0,4.9,0,0
16.7,3,70.0,238.57,2.0,3.616707616707617,4.4,5.0,10.0,0,0
3.2,8,45.0,71.11,4.0,4.0,4.636274509803922,5.0,4.9,0,0
3.2,8,45.0,71.11,4.0,4.0,4.636274509803922,5.0,4.9,0,0
6.5,8,51.0,127.45,4.0,4.0,6.0,5.0,3.0,0,0
8.3,8,56.0,148.21,4.0,3.616707616707617,4.636274509803922,5.0,4.9,0,0
7.98,9,40.0,199.5,4.0,4.0,6.5,5.0,5.0,0,0
3.7,9,34.0,108.82,4.0,4.0,4.0,5.0,3.0,0,0
7.3,8,50.0,146.0,3.0,3.0,3.75,3.0,4.0,0,0
3.7,8,40.0,92.5,3.0,3.0,4.0,4.0,4.5,0,0
13.6,3,82.0,165.85,3.0,2.0,8.0,2.0,15.0,0,0
6.4,4,170.0,37.65,2.0,2.0,8.0,2.0,8.0,0,0
12.0,19,103.0,116.5,3.0,3.0,5.8,4.0,6.0,0,0
11.5,19,47.0,244.68,3.411202778983934,3.616707616707617,4.636274509803922,5.0,4.9,0,0
3.3,9,35.0,94.29,4.0,4.0,4.0,3.0,2.0,0,0
4.9,16,42.0,116.67,3.0,3.0,4.3,5.0,4.9,0,0
5.1,10,50.0,102.0,4.0,4.0,6.2,5.0,3.3,0,0
8.77,19,56.0,156.61,4.0,5.0,3.9,4.0,4.0,0,0
3.95,0,30.0,131.67,4.0,4.0,4.636274509803922,4.0,4.9,0,0
9.4,8,127.0,74.02,3.0,3.0,7.0,1.0,4.9,0,0
2.65,9,30.0,88.33,4.0,4.0,4.636274509803922,4.0,4.9,0,0
16.3,10,64.0,254.69,3.0,3.0,4.636274509803922,7.0,10.0,0,0
6.15,0,43.0,143.02,4.0,6.0,4.0,7.0,3.0,0,0
5.2,10,35.0,148.57,3.0,4.0,4.636274509803922,6.0,4.9,0,0
3.3,9,42.0,78.57,4.0,5.0,4.0,5.0,3.0,0,0
2.8,10,35.0,80.0,3.0,4.0,4.636274509803922,5.0,4.9,0,0
2.75,10,34.0,80.88,3.0,4.0,4.0,5.0,4.9,0,0
4.15,1,47.0,73.33,3.0,3.616707616707617,4.0,4.0,4.9,0,0
2.2,1,30.0,65.71,3.0,3.0,3.5,5.0,3.0,0,0
2.3,9,35.0,145.0,3.0,4.0,4.0,5.0,3.0,0,0
7.25,5,50.0,151.43,4.0,5.0,4.0,5.0,4.0,0,0
10.6,8,70.0,100.0,4.0,6.0,4.0,6.0,4.9,0,0
3.6,5,36.0,142.29,3.411202778983934,3.616707616707617,4.0,5.0,3.0,0,0
4.98,8,35.0,51.14,4.0,4.0,3.8,5.0,3.0,0,0
2.25,9,44.0,94.29,4.0,4.0,4.636274509803922,4.0,9.0,0,0
3.3,8,35.0,98.81,3.0,3.0,4.636274509803922,5.0,3.0,0,0
4.15,12,42.0,95.28,4.0,4.0,3.7,4.0,2.3,0,0
3.43,3,36.0,137.5,4.0,3.0,4.636274509803922,5.0,4.9,0,0
5.5,19,40.0,118.0,3.0,3.616707616707617,4.636274509803922,6.0,4.9,0,0
2.95,19,25.0,93.23,4.0,5.0,4.5,4.0,4.9,0,0
2.89,12,31.0,114.71,2.0,2.0,5.5,5.0,4.9,0,0
3.9,5,34.0,114.71,4.0,4.0,4.0,5.0,3.0,0,0
3.8,9,42.0,90.48,4.0,3.0,4.636274509803922,4.0,4.9,0,0
3.8,12,40.0,95.0,4.0,4.0,4.636274509803922,4.0,4.9,0,0
4.3,8,36.0,119.44,4.0,4.0,4.0,4.448275862068965,2.0,0,0
7.48,0,44.0,170.0,4.0,5.0,4.0,7.0,3.0,0,0
7.8,19,78.0,100.0,4.0,4.0,10.0,4.0,4.9,0,0
5.0,16,43.0,116.28,3.0,2.0,3.8,3.0,5.0,0,0
5.5,10,50.0,110.0,4.0,5.0,4.636274509803922,5.0,4.9,0,0
11.3,3,52.0,217.31,4.0,4.0,4.0,4.0,3.5,0,0
4.7,1,43.0,109.3,3.0,4.0,4.636274509803922,5.0,4.9,0,0
3.8,1,38.0,100.0,3.411202778983934,3.616707616707617,5.0,5.0,4.0,0,0
4.17,8,43.0,96.88,3.0,4.0,5.7,5.0,2.0,0,0
7.9,19,51.0,154.9,4.0,4.0,4.636274509803922,4.448275862068965,4.9,0,0
8.8,0,46.0,191.3,4.0,4.0,4.0,7.0,3.0,0,0
9.5,17,62.0,153.23,4.0,5.0,6.2,4.0,3.0,0,0
3.2,16,34.0,94.12,4.0,4.0,4.636274509803922,4.0,4.9,0,0
5.9,19,58.0,101.72,2.0,3.0,4.636274509803922,4.448275862068965,4.9,0,0
1.8,9,43.0,41.86,4.0,3.0,4.3,3.0,3.0,0,0
6.5,9,120.0,54.17,3.0,3.0,4.5,2.0,4.0,0,0
5.7,19,45.0,126.67,2.0,2.0,6.0,5.0,3.0,0,0
6.5,9,120.0,54.17,2.0,2.0,4.5,2.0,4.0,0,0
5.7,19,45.0,126.67,4.0,5.0,6.0,5.0,3.0,0,0
5.8,10,50.0,116.0,3.0,3.0,3.6,4.0,4.0,0,0
2.3,9,35.0,65.71,3.0,4.0,5.0,5.0,3.0,0,0
7.7,3,40.0,192.5,3.0,4.0,3.4,6.0,4.5,0,0
5.1,9,45.0,113.33,1.0,1.0,4.636274509803922,4.448275862068965,4.0,0,0
3.4,9,32.0,106.25,3.0,4.0,4.0,4.0,2.0,0,0
2.82,9,35.0,80.57,3.0,3.0,4.636274509803922,4.0,4.9,0,0
3.2,9,32.0,100.0,3.0,3.0,4.636274509803922,5.0,4.9,0,0
7.65,16,44.0,173.86,4.0,3.0,4.0,4.0,3.0,0,0
2.45,9,30.0,81.67,3.411202778983934,3.616707616707617,4.636274509803922,4.0,4.9,0,0
2.49,12,34.0,73.24,3.0,3.0,5.0,5.0,3.0,0,0
5.15,3,35.0,147.14,3.0,5.0,4.636274509803922,5.0,4.9,0,0
3.7,17,30.0,123.33,3.0,4.0,4.636274509803922,5.0,4.9,0,0
6.6,16,38.0,173.68,3.0,4.0,3.5,5.0,3.0,0,0
8.8,19,58.0,151.72,4.0,3.0,3.5,4.0,4.9,0,0
15.68,8,95.0,165.05,4.0,3.0,5.1,5.0,4.9,0,0
4.2,8,45.0,93.33,4.0,3.616707616707617,4.636274509803922,4.0,4.9,0,0
3.2,9,35.0,91.43,4.0,3.0,4.636274509803922,4.0,3.0,0,0
2.95,9,33.0,89.39,3.0,3.0,4.636274509803922,4.0,4.9,0,0
3.2,9,35.0,91.43,3.0,3.0,4.636274509803922,4.0,3.0,0,0
2.95,9,33.0,89.39,3.0,3.616707616707617,4.636274509803922,4.0,4.9,0,0
2.6,9,36.0,72.22,4.0,4.0,3.8,5.0,3.0,0,0
8.6,16,70.0,136.11,3.0,3.0,7.8,3.0,4.9,0,0
4.9,0,36.0,94.12,3.0,4.0,4.0,5.0,3.0,0,0
3.2,10,34.0,54.29,3.0,3.616707616707617,4.636274509803922,5.0,4.9,0,0
1.9,9,35.0,178.1,2.0,4.0,3.6,5.0,3.0,0,0
7.48,3,42.0,62.12,4.0,5.0,4.0,7.0,3.0,0,0
2.05,9,33.0,63.61,3.0,3.0,4.0,4.0,3.0,0,0
2.29,9,36.0,90.23,3.411202778983934,3.616707616707617,4.0,4.0,3.0,0,0
3.88,5,43.0,45.46,4.0,4.0,4.0,5.0,4.0,0,0
1.5,9,33.0,51.43,4.0,3.0,4.0,3.0,3.0,0,0
1.8,9,35.0,45.71,3.0,3.0,4.0,4.0,2.5,0,0
3.2,16,70.0,42.45,4.0,4.0,6.0,1.0,4.9,0,0
4.5,4,106.0,114.06,2.0,2.0,6.0,3.0,10.0,0,0
7.3,16,64.0,120.0,4.0,4.0,4.636274509803922,4.0,4.9,0,0
12.0,19,100.0,118.92,4.0,3.0,5.6,3.0,4.9,0,0
4.4,12,37.0,143.02,3.0,2.0,3.5,4.0,2.2,0,0
3.0,16,30.0,100.0,3.0,4.0,3.5,6.0,3.0,0,0
6.7,19,61.0,109.84,3.0,4.0,5.5,5.0,3.0,0,0
5.79,16,53.2,108.84,4.0,3.616707616707617,3.3,5.0,3.5,0,0
7.2,19,40.0,180.0,4.0,4.0,3.5,4.0,4.0,0,0
8.5,19,58.0,146.55,4.0,4.0,4.0,4.0,3.0,0,0
3.5,9,33.0,106.06,3.0,4.0,4.636274509803922,5.0,4.9,0,0
8.6,19,42.0,204.76,4.0,5.0,4.0,6.0,4.0,0,0
6.3,19,38.0,165.79,4.0,4.0,4.0,5.0,3.0,0,0
5.1,19,38.0,134.21,4.0,4.0,4.0,5.0,3.0,0,0
5.4,19,42.0,128.57,4.0,5.0,4.0,5.0,3.0,0,0
1.99,9,32.0,62.19,3.411202778983934,3.616707616707617,4.636274509803922,4.0,4.9,0,0
4.4,19,30.0,146.67,3.0,3.0,3.5,4.0,3.0,0,0
4.8,9,48.0,100.0,2.0,3.0,4.0,4.0,4.0,0,0
4.0,10,32.0,117.1,3.0,3.616707616707617,4.636274509803922,5.0,4.9,0,0
4.45,15,38.0,174.42,3.0,3.0,4.0,5.0,4.9,0,0
7.5,15,43.0,93.33,3.0,4.0,5.0,1.0,4.9,0,0
4.2,8,45.0,103.18,2.0,1.0,4.636274509803922,4.0,4.9,0,0
6.5,19,63.0,123.75,4.0,4.0,4.636274509803922,4.0,4.9,0,0
4.75,10,40.0,118.75,3.0,4.0,6.0,5.0,4.0,0,0
3.28,1,52.0,63.08,3.0,3.0,4.636274509803922,4.0,4.9,0,0
4.15,10,35.0,118.57,3.0,4.0,4.636274509803922,5.0,4.9,0,0
6.5,19,50.0,130.0,4.0,4.0,4.636274509803922,4.448275862068965,4.9,0,0
4.0,10,35.0,114.29,3.0,4.0,4.0,5.0,4.0,0,0
3.48,1,43.0,80.93,3.0,3.0,4.0,5.0,4.9,0,0
11.8,3,48.0,245.83,4.0,4.0,5.0,4.0,6.0,0,0
14.48,3,54.0,268.15,4.0,6.0,4.5,7.0,6.0,0,0
3.5,10,35.0,100.0,3.0,4.0,4.0,5.0,3.0,0,0
3.35,12,30.0,111.67,3.0,4.0,4.0,5.0,2.0,0,0
3.8,10,35.0,108.57,3.411202778983934,3.616707616707617,4.0,5.0,2.5,0,0
9.5,9,58.0,163.79,3.0,4.0,4.0,4.0,17.0,0,0
2.65,8,25.0,106.0,4.0,3.0,4.0,4.0,2.0,0,0
2.65,9,34.0,77.94,3.0,2.0,4.636274509803922,5.0,4.9,0,0
2.25,9,33.0,68.18,4.0,4.0,4.0,4.0,2.0,0,0
2.65,10,38.0,69.74,3.0,3.0,4.636274509803922,5.0,4.9,0,0
5.3,16,51.0,103.92,3.0,4.0,6.0,4.0,2.0,0,0
8.3,16,50.0,166.0,4.0,4.0,4.636274509803922,4.0,4.9,0,0
5.4,10,40.0,135.0,4.0,4.0,4.0,5.0,4.9,0,0
2.95,9,30.0,98.33,3.0,4.0,4.636274509803922,5.0,4.9,0,0
2.65,9,35.0,75.71,4.0,3.0,4.636274509803922,4.0,4.9,0,0
6.8,10,60.0,113.33,4.0,5.0,4.0,5.0,4.0,0,0
2.45,13,54.0,66.06,3.0,3.0,4.3,3.0,4.0,0,0
2.18,9,33.0,130.0,3.0,3.0,4.636274509803922,4.0,4.9,0,0
5.2,10,40.0,38.67,3.0,4.0,4.0,5.0,4.0,0,0
1.16,2,30.0,112.74,3.0,3.0,4.0,3.0,4.0,0,0
5.75,12,51.0,110.0,4.0,4.0,3.5,4.0,2.5,0,0
3.85,10,35.0,69.68,3.0,4.0,4.0,5.0,2.5,0,0
4.32,4,62.0,170.0,3.411202778983934,3.616707616707617,6.0,3.0,3.0,0,0
7.48,0,44.0,166.67,4.0,4.0,4.0,6.0,3.0,0,0
7.5,10,45.0,200.0,4.0,5.0,6.2,7.0,4.9,0,0
12.0,10,60.0,92.57,4.0,5.0,4.0,5.0,6.0,0,0
3.89,8,42.0,151.6,4.0,5.0,4.636274509803922,4.448275862068965,4.9,0,0
7.58,10,50.0,37.46,4.0,4.0,6.0,7.0,4.0,0,0
2.06,13,55.0,174.0,4.0,6.0,4.0,3.0,5.8,0,0
8.7,10,50.0,36.52,3.0,3.0,4.5,7.0,6.0,0,0
1.68,14,46.0,104.86,4.0,6.0,4.0,3.0,3.0,0,0
